year,state_code,county_code,appalachian
FY2017,51,191,Y
FY2017,51,193,N
FY2017,51,195,Y
FY2017,51,197,Y
FY2017,51,199,N
FY2017,51,510,N
FY2017,51,550,N
FY2017,51,650,N
FY2017,51,700,N
FY2017,51,710,N
FY2017,51,740,N
FY2017,51,760,N
FY2017,51,770,N
FY2017,51,800,N
FY2017,51,810,N
FY2017,53,001,N
FY2017,53,003,N
FY2017,53,005,N
FY2017,53,007,N
FY2017,53,009,N
FY2017,53,011,N
FY2017,53,013,N
FY2017,53,015,N
FY2017,53,017,N
FY2017,53,019,N
FY2017,53,021,N
FY2017,53,023,N
FY2017,53,025,N
FY2017,53,027,N
FY2017,53,029,N
FY2017,53,031,N
FY2017,53,033,N
FY2017,53,035,N
FY2017,53,037,N
FY2017,53,039,N
FY2017,53,041,N
FY2017,53,043,N
FY2017,53,045,N
FY2017,53,047,N
FY2017,53,049,N
FY2017,53,051,N
FY2017,53,053,N
FY2017,53,055,N
FY2017,53,057,N
FY2017,53,059,N
FY2017,53,061,N
FY2017,53,063,N
FY2017,53,065,N
FY2017,53,067,N
FY2017,53,069,N
FY2017,53,071,N
FY2017,53,073,N
FY2017,53,075,N
FY2017,53,077,N
FY2017,54,001,Y
FY2017,54,003,Y
FY2017,54,005,Y
FY2017,54,007,Y
FY2017,54,009,Y
FY2017,54,011,Y
FY2017,54,013,Y
FY2017,54,015,Y
FY2017,54,017,Y
FY2017,54,019,Y
FY2017,54,021,Y
FY2017,54,023,Y
FY2017,54,025,Y
FY2017,54,027,Y
FY2017,54,029,Y
FY2017,54,031,Y
FY2017,54,033,Y
FY2017,54,035,Y
FY2017,54,037,Y
FY2017,54,039,Y
FY2017,54,041,Y
FY2017,54,043,Y
FY2017,54,045,Y
FY2017,54,047,Y
FY2017,54,049,Y
FY2017,54,051,Y
FY2017,54,053,Y
FY2017,54,055,Y
FY2017,54,057,Y
FY2017,54,059,Y
FY2017,54,061,Y
FY2017,54,063,Y
FY2017,54,065,Y
FY2017,54,067,Y
FY2017,54,069,Y
FY2017,54,071,Y
FY2017,54,073,Y
FY2017,54,075,Y
FY2017,54,077,Y
FY2017,54,079,Y
FY2017,54,081,Y
FY2017,54,083,Y
FY2017,54,085,Y
FY2017,54,087,Y
FY2017,54,089,Y
FY2017,54,091,Y
FY2017,54,093,Y
FY2017,54,095,Y
FY2017,54,097,Y
FY2017,54,099,Y
FY2017,54,101,Y
FY2017,54,103,Y
FY2017,54,105,Y
FY2017,54,107,Y
FY2017,54,109,Y
FY2017,55,001,N
FY2017,55,003,N
FY2017,55,005,N
FY2017,55,007,N
FY2017,55,009,N
FY2017,55,011,N
FY2017,55,013,N
FY2017,55,015,N
FY2017,55,017,N
FY2017,55,019,N
FY2017,55,021,N
FY2017,55,023,N
FY2017,55,025,N
FY2017,55,027,N
FY2017,55,029,N
FY2017,55,031,N
FY2017,55,033,N
FY2017,55,035,N
FY2017,55,037,N
FY2017,55,039,N
FY2017,55,041,N
FY2017,55,043,N
FY2017,55,045,N
FY2017,55,047,N
FY2017,55,049,N
FY2017,55,051,N
FY2017,55,053,N
FY2017,55,055,N
FY2017,55,057,N
FY2017,55,059,N
FY2017,55,061,N
FY2017,55,063,N
FY2017,55,065,N
FY2017,55,067,N
FY2017,55,069,N
FY2017,55,071,N
FY2017,55,073,N
FY2017,55,075,N
FY2017,55,077,N
FY2017,55,078,N
FY2017,55,079,N
FY2017,55,081,N
FY2017,55,083,N
FY2017,55,085,N
FY2017,55,087,N
FY2017,55,089,N
FY2017,55,091,N
FY2017,55,093,N
FY2017,55,095,N
FY2017,55,097,N
FY2017,55,099,N
FY2017,55,101,N
FY2017,55,103,N
FY2017,55,105,N
FY2017,55,107,N
FY2017,55,109,N
FY2017,55,111,N
FY2017,55,113,N
FY2017,55,115,N
FY2017,55,117,N
FY2017,55,119,N
FY2017,55,121,N
FY2017,55,123,N
FY2017,55,125,N
FY2017,55,127,N
FY2017,55,129,N
FY2017,55,131,N
FY2017,55,133,N
FY2017,55,135,N
FY2017,55,137,N
FY2017,55,139,N
FY2017,55,141,N
FY2017,56,001,N
FY2017,56,003,N
FY2017,56,005,N
FY2017,56,007,N
FY2017,56,009,N
FY2017,56,011,N
FY2017,56,013,N
FY2017,56,015,N
FY2017,56,017,N
FY2017,56,019,N
FY2017,56,021,N
FY2017,56,023,N
FY2017,56,025,N
FY2017,56,027,N
FY2017,56,029,N
FY2017,56,031,N
FY2017,56,033,N
FY2017,56,035,N
FY2017,56,037,N
FY2017,56,039,N
FY2017,56,041,N
FY2017,56,043,N
FY2017,56,045,N
